episode,Episode_reward
423,-269.947329732681
424,-406.7062829863205
425,-399.4520447558572
426,-392.2581936829484
427,-411.14080845326663
428,-2.6851152708029495
429,-438.980833679753
430,-132.2989050899076
431,-1.1947877967813259
432,-2.4760150153564444
433,-265.0826554459222
434,-271.160902214821
435,-1.3691726883805841
436,-576.2752313494508
437,-398.57580337901715
438,-395.6040234699047
439,-264.47725309159944
440,-264.973611693852
441,-274.1307337060139
442,-429.27559593700425
443,-135.598775131111
444,-5.87994465463234
445,-4.697550303407158
446,-400.7686395873916
447,-3.99647786077834
448,-134.1491847011507
449,-508.1406911877616
450,-281.15283956264267
451,-383.4680858557167
452,-1222.0800527553029
453,-1159.7330833304527
454,-270.9647493946762
455,-133.73062587928882
456,-1127.4512046519844
457,-546.1794131333337
458,-496.06269183692854
459,-1024.5781928039075
460,-135.11417615397016
461,-1092.0759257443003
462,-133.5718886022553
463,-392.53096903636015
464,-263.5577511583537
465,-1.7294449822960212
466,-127.24505647288119
467,-405.1254849266769
468,-509.69934858423255
469,-263.7607941963456
470,-271.6734491443023
471,-1.907248236519273
472,-421.24244003504987
473,-266.78073588483335
474,-129.2693449209322
475,-268.1053963928419
476,-257.38385959866844
477,-1.9448441000251901
478,-262.10851768078174
479,-133.3925676735211
480,-128.86996256603945
481,-264.1935105985098
482,-128.02890355864557
483,-128.81656021678302
484,-261.3685104484913
485,-130.77723381579142
486,-132.01000554538194
487,-132.4410901862207
488,-267.4313414506501
489,-259.3924854771206
490,-630.6285257781107
491,-1.9061078913241836
492,-261.65382160357603
493,-126.59425362057607
494,-432.30334253241017
495,-0.9638413809639503
496,-982.7720564912244
497,-971.6811904141301
498,-920.8367836152988
499,-413.207116821915
500,-135.76061384596446
501,-2.2216256787378246
502,-0.2399794101956605
503,-1.0582043381117918
504,-131.39776799866067
505,-0.31543092701545405
506,-134.82935417549783
507,-409.8485293157418
508,-131.82036441390537
509,-507.13266258415456
510,-131.03097233698475
511,-536.0334429148238
512,-556.128448499662
513,-265.51004722004103
514,-124.9385003705392
515,-134.84626658526304
516,-1.628097645798026
517,-273.1857360001735
518,-419.463775414696
519,-426.3001386907731
520,-1050.4291581761313
521,-126.72695503440133
522,-403.67807217550086
523,-133.46892609137163
524,-266.6931299408038
525,-133.76759554381763
526,-264.6637864697956
527,-133.1990045623961
528,-132.88738356316887
529,-443.70011355435116
530,-448.68731389831163
531,-436.7231426244146
532,-130.9028290564333
533,-263.607077526098
534,-389.58129748990586
535,-134.50044115093596
536,-0.9164185063315258
537,-130.9192340554149
538,-654.6001925771743
539,-136.3168004626915
540,-278.2406196735366
541,-132.032320454758
542,-272.265880375757
543,-802.5852695134099
544,-537.8001075102759
545,-431.3549468513477
546,-134.01245247415955
547,-278.08129289962795
548,-591.9495480985432
549,-405.1293202176252
550,-268.7430413911843
551,-4.660049010688855
552,-130.7820953434328
553,-392.03938276823715
554,-2.021266686505929
555,-432.20035086584835
556,-137.31404276465034
557,-131.47716637753996
558,-135.2472915744679
559,-261.8808852065165
560,-487.7553723731745
561,-129.88654219863537
562,-130.2765865139305
563,-130.2297943993808
564,-266.1227291739981
565,-135.2173760515995
566,-397.55268645913486
567,-279.0043396256028
568,-129.13504960140853
569,-531.4650977296549
570,-128.23463018007328
571,-0.7163499973464776
572,-131.45947854066267
573,-1049.1991475714478
574,-0.7219628679825135
575,-275.09597378043975
576,-554.6264548819412
577,-134.86156546181877
578,-269.11098814383803
579,-655.4176594047406
580,-0.06804487823208757
581,-0.12370302520327046
582,-386.6935359765812
583,-395.67151481175523
584,-267.37022565198214
585,-633.0104508653662
586,-127.54242810561817
587,-262.4180903950721
588,-260.40722581694985
589,-2.64938712628191
590,-129.12407198590128
591,-413.23523704272463
592,-0.339718563012798
593,-1.0002217073277764
594,-411.3434588518929
595,-260.0579737940406
596,-132.22033255816132
597,-126.92354859992332
598,-133.3369416451699
599,-272.97324831724967
600,-269.36824420753595
601,-127.59839031254987
602,-134.8520895740979
603,-131.2770057520339
604,-518.32504171323
605,-132.66506852542696
606,-134.61253710453067
607,-472.7651487813229
608,-271.8917489622822
609,-654.9077303077551
610,-130.4241251988565
611,-263.7809997613185
612,-502.9850390230693
613,-0.404913326962257
614,-274.45059921750084
615,-0.5939414653294228
616,-466.79737329928577
617,-135.79917096567408
618,-132.01249058404935
619,-131.85796527926777
620,-134.9226157247108
621,-130.77984442405494
622,-389.62710260262855
623,-416.2919256503918
624,-383.84597268905526
625,-0.44147642191732017
626,-552.7514696159914
627,-132.36549956636702
628,-271.6439833349668
629,-131.7767891580828
630,-674.7789616729781
631,-130.03665908656143
632,-130.14932465722205
633,-260.149113872626
634,-265.06819782709533
635,-133.85944974716108
636,-131.58023430822047
637,-134.99747115416065
638,-376.1776641865505
639,-412.2552411041752
640,-272.6547715649274
641,-292.527991921444
642,-0.7705468711417628
643,-401.611047528192
644,-131.2949374150652
645,-263.07296009192635
646,-262.11978818386706
647,-934.0137751070058
648,-1.4635328501819176
649,-1182.6600322241732
650,-1055.5867787237196
651,-391.550119863146
652,-1.8781849415366727
653,-136.27257427933702
654,-1.09095804666475
655,-1174.2093436701573
656,-136.7324612065896
657,-285.1704707535567
658,-266.2939521771997
659,-134.20687563614413
660,-1068.7965258969652
661,-0.8696495883372206
662,-1030.7236065673853
663,-1087.6677898021785
664,-926.6255109809046
665,-134.34143105715026
666,-461.14894303578876
667,-132.8921855681307
668,-2.560530833881909
669,-125.62676848144308
670,-418.7704378512177
671,-389.5437206252563
672,-260.1825968459909
673,-0.22763878931308199
674,-270.7499870260243
675,-0.8745326624890257
676,-127.77332848143438
677,-925.5954815069849
678,-2.9456974295640133
679,-0.1137153483528457
680,-1005.6634385343291
681,-535.5582323040519
682,-265.8499745299172
683,-0.27080164279900015
684,-1058.7672342013632
685,-387.4695394334449
686,-267.5016501775468
687,-267.4250077309392
688,-131.60638423530426
689,-540.8903639819666
690,-1073.5630374948414
691,-0.32641203651374917
692,-133.44466060477745
693,-129.75368907059075
694,-134.38272301469297
695,-0.7020213326029545
696,-128.36336003532878
697,-1166.9748197855363
698,-0.09170472665864249
699,-135.27692968194037
700,-1110.3555198228903
701,-1109.0238003479049
702,-133.36576737656108
703,-420.66033104427174
704,-131.85798059218257
705,-1005.2906041026636
706,-1132.4530725076881
707,-0.9325050507007226
708,-128.14150082464766
709,-131.09489114709086
710,-943.9375884117965
711,-127.65339236284932
712,-266.54851323227285
713,-131.70771211098636
714,-476.9280748856436
715,-0.1898615063340402
716,-411.73580679117026
717,-475.5971071949844
718,-134.01512247635208
719,-129.77757310380284
720,-129.52836409705228
721,-923.4875153738858
722,-275.5777163765191
723,-1089.2180410329977
724,-549.2824402216545
725,-1.0924486802614044
726,-933.9986805566466
727,-406.50054803809445
728,-132.1747427220304
729,-269.75785952666917
730,-509.9018887974567
731,-1054.9606327848917
732,-288.04172502736697
733,-133.76318152657205
734,-126.31314603302971
735,-447.1503111490743
736,-258.3750759362096
737,-419.8550839654796
738,-271.826853188648
739,-133.45553441521992
740,-129.93347925270393
741,-127.84964624804952
742,-0.23842185642299743
743,-456.6898665507023
744,-131.64077211364133
745,-518.6214179264518
746,-270.92329775700125
747,-134.38519159997506
748,-131.36192560069037
749,-131.84531776877256
750,-266.23942303843955
751,-140.5056946656937
752,-385.92597084679574
753,-932.7604780402054
754,-923.351663662041
755,-134.47643185043148
756,-673.6700663672287
757,-527.2724513658894
758,-130.55834706064812
759,-261.5843610150037
760,-133.8114248845918
761,-443.24396469294237
762,-1.2478556200239037
763,-930.3905577892289
764,-383.20654076146576
765,-129.58308500972785
766,-267.754198309224
767,-938.714022404678
768,-3.056947702119364
769,-3.1036082198436605
770,-768.9467734593521
771,-132.68392545640182
772,-527.9945361408618
773,-132.0265058550804
774,-133.58280663553458
775,-260.2120366764456
776,-393.55434432375785
777,-269.4957893509828
778,-276.4626293368466
779,-654.3098016977527
780,-126.38712463379598
781,-262.10233843975533
782,-128.80854155358895
783,-266.46666795655267
784,-395.8495671006612
785,-413.8489355932654
786,-265.96265659834756
787,-1.1363593688584155
788,-534.8110504096867
789,-268.5799019526792
790,-128.2281122220184
791,-261.87366804692186
792,-544.6198045759133
793,-128.2512359579471
794,-265.1111100660919
795,-420.287256709301
796,-403.9207087585776
797,-0.23626697823692097
798,-128.0543174043896
799,-130.8585684644081
800,-438.26519108329285
801,-392.992235320725
802,-127.84067837432947
803,-380.52918711920563
804,-136.97692435470697
805,-2.209540003739263
806,-128.10945527934885
807,-531.653453974131
808,-129.89120831836544
809,-132.84727612538245
810,-676.2922149059546
811,-267.3537493674433
812,-0.6060939886901375
813,-129.0592674226989
814,-128.2499562804416
815,-128.20558818947325
816,-0.8725503924517098
817,-127.37800631187675
818,-2.0439287282374523
819,-378.16949281772185
820,-1.7411406521423916
821,-131.99885827392188
822,-276.150947433611
823,-688.1818177282481
824,-265.00645496456497
825,-419.6339314123186
826,-311.5664245902761
827,-260.1554116590935
828,-429.9631776833612
829,-796.6494416937027
830,-388.24150898483435
831,-387.14080549995845
832,-0.613910431802648
833,-263.2343564475981
834,-0.20582868145037306
835,-384.16965414087156
836,-269.2710914786521
837,-134.03988461749128
838,-380.55225444112233
839,-133.15655864136178
840,-129.18852141202802
841,-270.33961201082803
842,-466.871932638275
843,-275.0530166549983
844,-132.81761125210625
845,-267.08031933661664
846,-138.56624601108177
847,-134.77217856453385
848,-131.57006337632785
849,-127.15149951352647
850,-130.2501694200325
851,-132.7487174062715
852,-133.42493236816946
853,-130.9507222616012
854,-132.40651820718952
855,-129.97538248174058
856,-265.1433324067617
857,-0.963981011227995
858,-449.6031071213178
859,-796.9896799391001
860,-132.64617719554775
861,-267.23582384127064
862,-449.46033036101295
863,-261.0471558307778
864,-127.71730218094223
865,-129.28116549931673
866,-266.8344496776786
867,-2.4844901807175135
868,-1.0391939069419203
869,-129.25881238643422
870,-764.3144196068737
871,-450.44337595978277
872,-128.39374539948838
873,-139.18725545407094
874,-299.699856126022
875,-262.7060388670666
876,-265.4934146434901
877,-2.7003576438207375
878,-130.94231825465945
879,-132.06782798345876
880,-128.53038813296715
881,-131.70107540322311
882,-269.7810222287336
883,-132.78437683152188
884,-266.29594745248437
885,-270.4650316106603
886,-288.2812667552362
887,-133.06904167826548
888,-132.79890907378905
889,-1.4316348291270342
890,-131.9169472589654
891,-0.7075017323865379
892,-276.5046365652196
893,-0.6921388133064799
894,-132.17796495087802
895,-406.9225268302777
896,-254.7496097843133
897,-132.23973558814941
898,-264.6602315187383
899,-129.72785311198845
900,-281.9797811693722
901,-130.13516208291094
902,-275.94471949119054
903,-131.08056075672297
904,-0.7062010435552364
905,-407.9391130605143
906,-0.8746747958046851
907,-132.11440640449055
908,-280.13129920007293
909,-3.1798373294128512
910,-133.7336949836801
911,-131.01042867155041
912,-0.8867996989410999
913,-268.04171828692455
914,-131.9990054334649
915,-130.9190648246118
916,-131.4968577404322
917,-129.2000038179512
918,-131.6180980970644
919,-133.04633870303167
920,-132.69064344044335
921,-130.49027261781796
922,-381.0602730424528
923,-257.3752459002882
924,-130.97378516460412
925,-130.2565591619805
926,-126.39486795669312
927,-135.24289002023897
928,-0.8779198681505278
929,-378.7210435504014
930,-128.92297538756233
931,-254.34987757484478
932,-512.4255521960218
933,-272.9115553545022
934,-0.9986743356322656
935,-128.32410261593543
936,-134.5335477840374
937,-1.3806556710874978
938,-127.44516500580515
939,-131.85995005583763
940,-130.46180229441543
941,-3.4425100856591864
942,-132.03468765911123
943,-460.06879514028765
944,-130.35057473614177
945,-128.46726934621304
946,-355.14949244359735
947,-263.47386207171166
948,-279.16767374449057
949,-0.8022959204752856
950,-258.77394695285204
951,-377.70672971380577
952,-265.75864902969084
953,-289.5719401820047
954,-277.6543436800943
955,-131.69724045216844
956,-369.6393281733578
957,-131.25046454660412
958,-268.7257538960589
959,-260.44282941299036
960,-133.9267941227035
961,-129.81716230932764
962,-129.0878556902943
963,-132.2172468618402
964,-439.5313420783589
965,-132.44218633592413
966,-1.7508121581104445
967,-0.8170568892931079
968,-388.7642256654791
969,-134.7543279890119
970,-574.1016359827981
971,-485.49427242423866
972,-130.2314468528699
973,-548.5611656195389
974,-133.43644009885568
975,-0.2679606411115771
976,-445.71147997518375
977,-136.4091323076098
978,-1.807817697969364
979,-263.21392058122905
980,-385.76423133626486
981,-268.0050667685999
982,-1.412726256021934
983,-127.92324057847
984,-267.1996267298511
985,-134.14019865891962
986,-560.0926940567109
987,-131.76936877438516
988,-256.5708752362874
989,-259.29571621578845
990,-127.16662384108312
991,-256.99713868160984
992,-264.31295900104396
993,-283.93578376340764
994,-262.1146421316772
995,-388.7326164920034
996,-263.58710299180416
997,-359.0468676643676
998,-461.885027143193
999,-1.6513392320347617
